Name,Overall Quality,Total Ratings,Hot,Easiness,Department,College
"Cullingford, Elizabeth",5,3,Hot,2.7,English,UTexas
"Cunningham, Isabella",3,4,Not Hot,1.5,Marketing,UTexas
"Dabbs, Kathryn",4.5,1,Hot,4,Mathematics,UTexas
"Dacy, Douglas",2.1,4,Not Hot,1,Economics,UTexas
"Dailey, Stephanie",4.6,4,Hot,1.5,Communication,UTexas
"Daley, Nancy",4,1,Not Hot,4,Psychology,UTexas
"Daly, Ann",1.2,4,Not Hot,1.5,Theater,UTexas
"Dana, Cloud",2.5,1,Not Hot,1,Communication,UTexas
"Daniels, Gary",5,2,Not Hot,5,Engineering,UTexas
"Daniels, Mark",3.5,2,Hot,3,Mathematics,UTexas
"Darling, Dennis",4.5,3,Not Hot,4,Journalism,UTexas
"Dauwalder, Marianne",3.1,8,Not Hot,1,Science,UTexas
"Davies, Nicola",3,10,Not Hot,1.9,Biology,UTexas
"Davies, Sarah",4.5,5,Hot,2.8,Classics,UTexas
"Davis, Dan", ,0,Not Hot, ,Classics,UTexas
"Davis, Maria",5,1,Not Hot,4,Sociology,UTexas
"Daly, John",4.3,34,Not Hot,1.9,Communication,UTexas
"Dana, Peter",3,1,Not Hot,4,Geography,UTexas
"Daniels, James",5,1,Not Hot,4,Theater,UTexas
"Danon-Leva, Elizabeth", ,0,Not Hot, ,Marketing,UTexas
"Daugherty, Neal",4.8,2,Not Hot,4,Fine Arts,UTexas
"Davey, Stephen",1.5,1,Not Hot,3,Philosophy,UTexas
"Davies, Penelope",4.5,6,Hot,3,Fine Arts,UTexas
"Davies, Shane",4.5,7,Not Hot,2.9,Geography,UTexas
"Davis, Katherine",3.5,22,Not Hot,3,Mathematics,UTexas
"Davis, Pat",4.5,1,Not Hot,4,Pharmacy,UTexas
"Davis, Raymond",4.1,6,Not Hot,2.8,Chemistry,UTexas
"Davison, Natasha",5,1,Not Hot,5,Theater,UTexas
"De La Llave, Rafael",2.9,8,Not Hot,3.6,Mathematics,UTexas
"De Uriarte, Mercedes",5,1,Not Hot,2,Journalism,UTexas
"Dean, Margaret",1.2,2,Not Hot,3,Communication,UTexas
"Delgado-Reyes, Cassandra",5,2,Not Hot,4.5,Science,UTexas
"Delozanne, Arturo",4.8,2,Not Hot,2.5,Biology,UTexas
"Demont, Brandi",4.4,4,Hot,3.8,French & Italian,UTexas
"Denbow, ",4.1,9,Not Hot,3.2,Anthropology,UTexas
"Despain, Kent", ,0,Not Hot, ,Theater,UTexas
"Davis, Stuart",4.8,2,Not Hot,4.5,Film,UTexas
"De Beer, Allie",5,1,Hot,4,Not Specified,UTexas
"De Lozanne, Alejandro",3.5,1,Not Hot,3,Physics,UTexas
"De Vidal, Douglas",2.5,2,Hot,1,Accounting,UTexas
"Dean-Jones, Lesley",1.5,1,Not Hot,1,Classics,UTexas
"Dell'Antonio, Andrew",5,4,Hot,4.5,Music,UTexas
"Delville, Yvon",3.6,7,Not Hot,3.4,Psychology,UTexas
"Demos, Melissa",4,1,Not Hot,4,Italian,UTexas
"Derby-Talbot, Ryan", ,0,Not Hot, ,Mathematics,UTexas
"Destruel, Emilie",5,2,Hot,2.5,French & Italian,UTexas
"Deveciana, Gustavo",1,1,Not Hot,2,Engineering,UTexas
"Dhillon, Inderjit", ,0,Not Hot, ,Computer Science,UTexas
"Dicus, Duane", ,0,Not Hot, ,Physics,UTexas
"Dietz, Henry",3.7,6,Not Hot,2.8,Political Science,UTexas
"Dinitto, Duana", ,0,Not Hot, ,Social Science,UTexas
"Ditmire, Todd",3.2,9,Not Hot,1.7,Physics,UTexas
"Dixon, L.",4.5,1,Not Hot,2,Communication,UTexas
"Dobias, Lisa",2.2,3,Not Hot,2,Advertising,UTexas
"Dodson-Robinson, Eric",5,1,Not Hot,3,Classics,UTexas
"Dogramaci, Sinan",5,1,Hot,4,Philosophy,UTexas
"Dever, Josh",3.9,9,Not Hot,2.1,Philosophy,UTexas
"Dickerson, Mechele", ,0,Not Hot, ,Law,UTexas
"Dierking, Douglas",5,2,Not Hot,5,Management,UTexas
"Dinerstein, Harriet",2.3,5,Not Hot,2.4,Astronomy,UTexas
"Dirks, Danielle",4.5,2,Hot,4,Sociology,UTexas
"Dix, Theodore", ,0,Not Hot, ,Nursing,UTexas
"Djurdjanovic, Dragan",4,4,Not Hot,3.5,Mechanical Engineering,UTexas
"Dodabalapur, Ananth",3,2,Not Hot,3.5,Engineering,UTexas
"Dodson-Robinson, Sarah",4,3,Not Hot,2.3,Astronomy,UTexas
"Doherty, Brian",3.4,15,Not Hot,3.3,English,UTexas
"Doherty, Lizabeth", ,0,Not Hot, ,Education,UTexas
"Dolan, Jill",1.3,3,Not Hot,1.7,Theater,UTexas
"Dominguez, Juan",4.5,8,Hot,3.2,Psychology,UTexas
"Domjan, Michael",3,1,Not Hot,1,Psychology,UTexas
"Donnellan, John", ,0,Not Hot, ,Business,UTexas
"Doolittle, William",4.9,6,Not Hot,2.7,Geography,UTexas
"Doughty, Robin",2.7,9,Not Hot,2.7,Geography,UTexas
"Downing, Glenn",4.3,17,Not Hot,1.8,Computer Science,UTexas
"Dragna, Justin",4.2,2,Hot,4.5,Chemistry,UTexas
"Druecker, Tom",3.5,1,Not Hot,1,Fine Arts,UTexas
"Doig, George",4.6,5,Not Hot,4.8,Classics,UTexas
"Dollard, John",4.1,6,Not Hot,2.8,Mathematics,UTexas
"Dominguez-Ruvalcaba, Hector", ,0,Not Hot, ,Spanish & Portuguese,UTexas
"Domjan, Wendy",4,18,Not Hot,3.2,Psychology,UTexas
"Donohue, Lacey",3.8,2,Not Hot,2.5,English,UTexas
"Dorn, Fran", ,0,Not Hot, ,Theater,UTexas
"Douglas, Lucien",4.5,2,Not Hot,4.5,Theater,UTexas
"Downs, Christie", ,0,Not Hot, ,Mathematics,UTexas
"Draper, Moon",4.7,5,Not Hot,2.8,Biology,UTexas
"Drumwright, Minette",2,1,Not Hot,1,Communication,UTexas
"Dudo, Anthony",5,3,Not Hot,4.7,Advertising,UTexas
"Dull, Robert",3.1,11,Hot,2.5,Geography,UTexas
"Dunlap, Carolyn", ,0,Not Hot, ,Spanish & Portuguese,UTexas
"Dur, Umut", ,0,Hot, ,Economics,UTexas
"Dursun, Oya",5,1,Hot,4,Political Science,UTexas
"Earhart, Charles",2.5,1,Not Hot,1,Biology,UTexas
"Ebbeler, Jennifer",3.7,9,Not Hot,2.4,Classics,UTexas
"Echevarria, Samuel",3,1,Hot,2,Mathematics,UTexas
"Edision, Thomas",2.5,1,Not Hot,2,Engineering,UTexas
"Edmiston, ",2.8,17,Not Hot,1.2,Biology,UTexas
"Dukerich, Janet",5,1,Not Hot,4,Business,UTexas
"Duncan, Catherine",4,1,Not Hot,3,Geology,UTexas
"Dunn, Mary",4,2,Not Hot,3.5,Management,UTexas
"Durbin, John",2.1,4,Not Hot,3.5,Mathematics,UTexas
"Dvoskin, Michelle",5,1,Not Hot,5,Theater,UTexas
"Eaton, David J", ,0,Not Hot, ,Government,UTexas
"Eberlein, Mary",2.5,15,Not Hot,2.5,Computer Science,UTexas
"Echols, Catherine", ,0,Not Hot, ,Psychology,UTexas
"Edison, Thomas A", ,0,Not Hot, ,Engineering,UTexas
"Edmundson-Yurkanan, Chris",1.2,2,Not Hot,3,Computer Science,UTexas
"Edwards, David",3,25,Not Hot,2.1,Political Science,UTexas
"Eibenstein-Alvisi, Irene",4.5,1,Not Hot,2,Italian,UTexas
"El Mohtar, Chadi", ,0,Not Hot, ,Engineering,UTexas
"Elorietta, Jabier",1,2,Not Hot,1,Languages,UTexas
"Encheva, Tatiana", ,0,Not Hot, ,Business,UTexas
"Engelhardt, Elizabeth",4.2,5,Not Hot,2.8,History,UTexas
"Engle, Karen", ,0,Not Hot, ,Law,UTexas
"English, ",3.5,3,Not Hot,2.7,Biology,UTexas
"Epps, William", ,0,Not Hot, ,History,UTexas
"Eriskine, James",2.3,3,Not Hot,2.3,Physics,UTexas
"Edwards, Eric",1,1,Not Hot,3,Italian,UTexas
"Ekland-Olson, Sheldon",4.3,6,Not Hot,3.7,Sociology,UTexas
"Ellison, Christopher",4,1,Not Hot,2,Sociology,UTexas
"Emmer, Edmund", ,0,Not Hot, ,Education,UTexas
"Enelow, James",2.5,29,Not Hot,2.3,Political Science,UTexas
"England, Nora",4.6,8,Not Hot,3,Languages,UTexas
"Englehardt, Elizabeth", ,0,Not Hot, ,Not Specified,UTexas
"Entezari, Mahyar", ,0,Not Hot, ,Middle Eastern Studies,UTexas
"Erickson, Nathan",3,2,Not Hot,3,Physics,UTexas
"Erturk, Gamze", ,0,Not Hot, ,Communication,UTexas
"Evans, Brian",1.5,1,Not Hot,1,Engineering,UTexas
"Fakhreddine, Fatima",4.4,32,Not Hot,2.8,Chemistry,UTexas
"Falola, Toyin",2.5,8,Not Hot,3.5,History,UTexas
"Farrell, John", ,0,Not Hot, ,English,UTexas
"Fazziola, Peter",4.2,2,Not Hot,3.5,Languages,UTexas
"Fernheimer, Jan",3.5,3,Not Hot,2.7,English,UTexas
"Field, Leanne",4.5,2,Not Hot,1.5,Biology,UTexas
"Fierro, Enrique",4,1,Not Hot,5,Literature,UTexas
"Finklea, Beverly",3.6,24,Not Hot,1.3,Biology,UTexas
"Fiocco, Mark",3.7,10,Not Hot,3.5,Philosophy,UTexas
"Fackler, Timothy",3.5,2,Not Hot,4,Social Science,UTexas
"Falk, Andrew",5,5,Not Hot,3.2,History,UTexas
"Farrar, Roger",3.8,4,Not Hot,2,Health Science,UTexas
"Fawaz, Yazz",4.7,3,Hot,3,French & Italian,UTexas
"Ferguson, Miguel",4.7,3,Hot,4,Social Work,UTexas
"Ferrando, Serena",5,3,Hot,2.3,Languages,UTexas
"Field, Mary",3.5,2,Hot,3,English,UTexas
"Findell, Paul",2.8,4,Not Hot,1,Biology,UTexas
"Finley, Angela",4,3,Not Hot,3,Psychology,UTexas
"Fischer, Janice",5,1,Hot,1,Biology,UTexas
"Fischler, Willy",3.2,2,Not Hot,2.5,Physics,UTexas
"Fitzpatrick, Richard",3,3,Not Hot,1.3,Physics,UTexas
"Fleischman, Diana", ,0,Not Hot, ,Psychology,UTexas
"Flowers, Bradley",2.2,5,Not Hot,2.2,Chemistry,UTexas
"Flynn, Matthew",2.2,3,Not Hot,2.3,Sociology,UTexas
"Foley, Marjorie",5,2,Hot,4,English,UTexas
"Fondon, John",4.5,1,Not Hot,2,Biology,UTexas
"Fonken, David",4.8,10,Not Hot,2.7,Mathematics,UTexas
"Forgie, George",4.9,5,Hot,1.6,History,UTexas
"Foster, Kevin",2.8,3,Not Hot,3.3,Education,UTexas
"Fithian, David",2.8,2,Not Hot,4,Mathematics,UTexas
"Flaherty, George", ,0,Hot, ,Art History,UTexas
"Florin, Ernst-Ludwig",2.5,1,Not Hot,1,Physics,UTexas
"Flowers, Jason",5,1,Not Hot,5,Advertising,UTexas
"Foley, Douglas",5,1,Not Hot,3,Education,UTexas
"Folliard, Kevin",3.5,2,Not Hot,3.5,Engineering,UTexas
"Fong, Rowena",4,5,Hot,4,Social Work,UTexas
"Foran, Gregory", ,0,Not Hot, ,English,UTexas
"Fortunato, John",4.7,3,Hot,5,Communication,UTexas
"Fouli, Louiza",4.2,3,Hot,2.3,Mathematics,UTexas
"Fowler, Norma", ,0,Not Hot, ,Biology,UTexas
"Fox, Jan",4.7,9,Not Hot,4.1,Nursing,UTexas
"Franks, Ruth",4,1,Hot,5,Biology,UTexas
"Freed, Daniel", ,0,Not Hot, ,Mathematics,UTexas
"Freeman, Robert null",1,1,Not Hot,4,Music,UTexas
"French, Michael",5,1,Hot,5,Spanish & Portuguese,UTexas
"Friedman, C",3.5,1,Not Hot,2,Mathematics,UTexas
"Friesen, Steve",4,1,Not Hot,2,Religion,UTexas
"Frizzi, Adria",4,1,Not Hot,3,Languages,UTexas
"Frost, Kate",3.1,6,Not Hot,1,English,UTexas
"Fowler, Wallace",3.5,1,Not Hot,4,Engineering,UTexas
"Frankel, Glenn",5,1,Not Hot,3,Journalism,UTexas
"Frederick, Angela",4.8,2,Hot,3.5,Sociology,UTexas
"Freeman, Gary",3,2,Not Hot,2,Government,UTexas
"Fremgen, John",3.5,1,Hot,3,Music,UTexas
"Friedman, Alan",5,3,Not Hot,1.3,English,UTexas
"Friedman, Pamela", ,0,Not Hot, ,Finance,UTexas
"Fritz, Jennifer",3.9,22,Not Hot,2.8,Biology,UTexas
"Fromme, Kim",3.8,3,Not Hot,4,Psychology,UTexas
"FU, Rong",4.5,1,Not Hot,5,Science,UTexas
"Fuller, Jennifer",3.3,6,Not Hot,1.5,Communication,UTexas
"Fussell, Don",2.5,1,Not Hot,2,Computer Science,UTexas
"Galbraith, James k", ,0,Not Hot, ,Government,UTexas
"Garcia, Christina",4,2,Hot,3.5,Ethnic Studies,UTexas
"Garcia, Maripaz",4.2,2,Hot,3,Languages,UTexas
"Gardener, W", ,0,Not Hot, ,Geology,UTexas
"Garfield, Seth",3.5,1,Not Hot,2,History,UTexas
"Garrard Burnett, Virginia",5,1,Hot,3,History,UTexas
"Garrison, Jenn",5,2,Hot,2,Film,UTexas
"Garrison, Michael",3.5,5,Hot,1.6,Architecture,UTexas
"Fulton, Kelly",2.6,8,Not Hot,2.5,Sociology,UTexas
"Gagarin, Michael",2.8,3,Not Hot,1.7,Classics,UTexas
"Galinsky, Karl",3.2,15,Not Hot,2.8,Classics,UTexas
"Garcia, Elizabeth",2,1,Not Hot,2,Spanish & Portuguese,UTexas
"Garcia, Shernaz", ,0,Not Hot, ,Education,UTexas
"Gardner, Wayne", ,0,Not Hot, ,Marine Sciences,UTexas
"Garlock, Dave",3.2,2,Not Hot,3.5,Journalism,UTexas
"Garrison, James",5,1,Hot,4,Not Specified,UTexas
"Garrison, Mark",4,1,Hot,4,Languages,UTexas
"Garrison, Scott",4.5,1,Not Hot,3,Political Science,UTexas
"Garza, Thomas",5,9,Hot,3.4,Languages,UTexas
"Gaylord, Nicholas",3.8,3,Not Hot,3.7,Linguistics,UTexas
"Geller, Randall",4.8,2,Hot,3.5,Middle Eastern Studies,UTexas
"Gergen, Mark",2.5,7,Not Hot,2.3,Law,UTexas
"Gharpurey, Ranjit",4,1,Hot,1,Engineering,UTexas
"Gholz, Eugene",1.2,2,Not Hot,1.5,Not Specified,UTexas
"Ghosh, Kaushik",3.5,1,Not Hot,4,Anthropology,UTexas
"Gilden, David",3,1,Not Hot,2,Psychology,UTexas
"Gildner, Matthew",4.8,2,Hot,2.5,History,UTexas
"Gill, Tiffany",4.3,5,Not Hot,3.6,History,UTexas
"Gates-Foster, Jennifer",4.2,4,Hot,2.2,Classics,UTexas
"Gebhardt, Karl",3,3,Not Hot,2.3,Astronomy,UTexas
"Georgiou, George", ,0,Not Hot, ,Engineering,UTexas
"Gerstlauer, Andreas",4,3,Not Hot,2.7,Engineering,UTexas
"Gheith, Ahmed",5,1,Not Hot,3,Computer Science,UTexas
"Ghosh, Anish", ,0,Not Hot, ,Mathematics,UTexas
"Gilbert, John",4.2,13,Not Hot,3,Mathematics,UTexas
"Gildin, Eduardo", ,0,Not Hot, ,Engineering,UTexas
"Gill, Cynthia",2.5,5,Not Hot,1.8,Science,UTexas
"Gillespie, Kate", ,0,Not Hot, ,Marketing,UTexas
"Gillette, Andrew",2.5,1,Not Hot,1,Mathematics,UTexas
"Glade, Williams", ,0,Not Hot, ,Economics,UTexas
"Goddard, Bart",3.7,22,Not Hot,2.6,Mathematics,UTexas
"Gogolev, Andre",3,2,Not Hot,3,Mathematics,UTexas
"Gompf, Robert", ,0,Not Hot, ,Mathematics,UTexas
"Gonzales, Oscar",4.4,7,Not Hot,3.4,Mathematics,UTexas
"Gonzalez-Lima, Francisco",5,1,Hot,3,Psychology,UTexas
"Gordon, Edmund",3.8,3,Hot,4.3,Anthropology,UTexas
"Gordon, Vernita",1.2,2,Not Hot,1.5,Physics,UTexas
"Gossett, Loril", ,0,Not Hot, ,Communication,UTexas
"Giovannoni, Olivier",4.8,2,Not Hot,3,Economics,UTexas
"Glavan, Jim",4.5,6,Hot,3,Theater,UTexas
"Goetzmann, William",5,2,Not Hot,3,History,UTexas
"Goins, Elizabeth",3,1,Not Hot,4,English,UTexas
"Gondran, Carolyn",2.1,5,Not Hot,3.4,Chemistry,UTexas
"Gonzalez, ",3.2,5,Not Hot,3.6,Chemistry,UTexas
"Gordo-Pelaez, Luis",4.5,3,Hot,3,Art History,UTexas
"Gordon, Ted",3.3,6,Not Hot,3.7,Anthropology,UTexas
"Gosling, Sam",4.1,18,Hot,2.8,Psychology,UTexas
"Gouda, Mohamed",4.5,2,Not Hot,4.5,Computer Science,UTexas
"Goudeau, Jessica",5,2,Hot,3.5,English,UTexas
"Grabson, Gail", ,0,Not Hot, ,Chemistry,UTexas
"Graglia, Lino",3.4,9,Not Hot,2.4,Law,UTexas
"Granof, Dena",4.5,5,Not Hot,4.4,Communication,UTexas
"Grau-Sempere, Antonio",5,1,Hot,4,Languages,UTexas
"Green, Laurie",4.2,2,Not Hot,3,History,UTexas
"Greene, Kenneth",2.5,1,Not Hot,1,Political Science,UTexas
"Gregg, ",3.8,2,Not Hot,4.5,Political Science,UTexas
"Grimes, Corinne",3.5,3,Not Hot,4.7,Nursing,UTexas
"Grzankowski, Alex",4.8,2,Hot,3.5,Philosophy,UTexas
"Graber, Jennifer",5,2,Hot,4.5,Religion,UTexas
"Grady, Mack",5,1,Hot,2,Engineering,UTexas
"Graham, Don",4.2,2,Not Hot,3,English,UTexas
"Granof, Michael", ,0,Not Hot, ,Accounting,UTexas
"Grauman, Kristen",5,2,Hot,4,Computer Science,UTexas
"Green, Penny A.",4.1,17,Not Hot,3,Sociology,UTexas
"Greene, Roberta",5,1,Not Hot,5,Social Work,UTexas
"Greif, Gideon",4.5,1,Not Hot,3,History,UTexas
"Grube, Enrico",4.2,2,Not Hot,1.5,Philosophy,UTexas
"Gualdani, Maria",2.2,4,Not Hot,1.2,Mathematics,UTexas
"Guchhait, Samaresh",1.5,1,Not Hot,4,Physics,UTexas
"Guernsey, Julia",5,3,Hot,3.7,Art History,UTexas
"Guidotti-Hernandez, Nicole",2,2,Not Hot,3.5,American Studies,UTexas
"Gunn, Joshua",4,2,Not Hot,2.5,Communication,UTexas
"Gutell, Robin", ,0,Not Hot, ,Biology,UTexas
"Gutierrez, Christina", ,0,Not Hot, ,Theater,UTexas
"Haack, Jeffrey", ,0,Not Hot, ,Mathematics,UTexas
"Hager, Amanda",3.9,6,Hot,4.2,Mathematics,UTexas
"Haley, Andreana",2.5,2,Not Hot,2.5,Psychology,UTexas
"Hall, Louisa",4,2,Hot,3,Writing,UTexas
"Guedri, Christine",5,1,Hot,5,Languages,UTexas
"Guerra, Lita", ,0,Not Hot, ,Music,UTexas
"Gulizio, Joann",3,1,Not Hot,3,Classics,UTexas
"Gurule, Lesley",5,1,Hot,2,Theater,UTexas
"Guthrie, Matt", ,0,Not Hot, ,Physics,UTexas
"Guy, ",4.8,7,Hot,3.1,Mathematics,UTexas
"Hackert, Marvin", ,0,Not Hot, ,Chemistry,UTexas
"Haghshenas, Medhi",4.1,15,Not Hot,3.4,Social Science,UTexas
"Hall, David",5,6,Hot,3.5,Biology,UTexas
"Hallock, ",5,1,Not Hot,3,Engineering,UTexas
"Hamermech, Daniel", ,0,Not Hot, ,Economics,UTexas
"Hammond, John",2.5,3,Not Hot,2,Mathematics,UTexas
"Hancock, Ian",2.5,5,Not Hot,1.8,English,UTexas
"Hankinson, Robert",1.8,4,Not Hot,3.5,Philosophy,UTexas
"Hansen, Debra H",3.2,6,Hot,3.2,Biology,UTexas
"Hardwick, Julie",4.8,6,Not Hot,3.7,History,UTexas
"Harpman, Louise",5,1,Hot,3,Architecture,UTexas
"Harris, Joyce",2,2,Not Hot,2,Communication,UTexas
"Hartelius, Johanna",5,1,Hot,4,Communication,UTexas
"Hassibi, Arjang",4.2,3,Not Hot,5,Engineering,UTexas
"Hamermesh, Daniel",2.7,29,Not Hot,1.9,Economics,UTexas
"Hamrick, Gary",3.2,4,Not Hot,2.8,Mathematics,UTexas
"Haney, David",4.2,5,Not Hot,3.6,History,UTexas
"Hansen, Anne ", ,0,Not Hot, ,Biology,UTexas
"Harden, Kathryn",2.6,14,Not Hot,1.7,Psychology,UTexas
"Harper, Shinko",3.3,7,Not Hot,3,Mathematics,UTexas
"Harris, Angel",5,1,Not Hot,2,Sociology,UTexas
"Hart, Roderick", ,0,Not Hot, ,Communication,UTexas
"Hassan, Ehab", ,0,Not Hot, ,Science,UTexas
"Hasty, Brent", ,0,Not Hot, ,Education,UTexas
"Hawkes, Christine",3.5,1,Hot,2,Biology,UTexas
"Hayes, Linda",4,3,Not Hot,2.7,Engineering,UTexas
"Hayward, Mathew", ,0,Not Hot, ,Business,UTexas
"Heather, Teague",1,1,Not Hot,2,Anthropology,UTexas
"Heinzelman, Kurt",4.8,3,Hot,2.3,English,UTexas
"Heitmann, Raymond",2.8,4,Not Hot,3,Mathematics,UTexas
"Helmer, Jeff",4.8,3,Not Hot,5,Music,UTexas
"Henderson, James", ,0,Not Hot, ,Music,UTexas
"Henderson, Marlone",3.5,11,Hot,2.7,Psychology,UTexas
"Henkelman, Graeme",2.3,3,Hot,1.3,Chemistry,UTexas
"Hawkins, Raymond",3.1,7,Not Hot,3.9,Psychology,UTexas
"Hayhoe, Mary",5,1,Hot,5,Computer Science,UTexas
"Heath, Robert", ,0,Not Hot, ,Engineering,UTexas
"Hedrick, Beth",4,2,Not Hot,4,English,UTexas
"Heinzelman, Susan",4,4,Not Hot,2.5,English,UTexas
"Helal, Ahmed ",3,1,Not Hot,5,Science,UTexas
"Helper, Mark",5,4,Not Hot,3.5,Science,UTexas
"Henderson, Linda",4.8,2,Not Hot,4.5,Art History,UTexas
"Hendrickson, Sherry",2.5,1,Not Hot,2,Nursing,UTexas
"Henry, Ben", ,0,Not Hot, ,Classics,UTexas
"Hensey, Fritz", ,0,Not Hot, ,Spanish & Portuguese,UTexas
"Hewett, Rebecca",4,1,Not Hot,5,Theater,UTexas
"Hickey, Patrick", ,0,Hot, ,Government,UTexas
"Hidrovo-Chavez, Carlos", ,0,Not Hot, ,Engineering,UTexas
"High, Tim",2.5,3,Not Hot,4,Fine Arts,UTexas
"Hill, Matthew", ,0,Not Hot, ,Spanish & Portuguese,UTexas
"Hillis, David",4.7,3,Hot,2,Biology,UTexas
"Hinajosa Smith, Romeo",3.5,2,Not Hot,1,English,UTexas
"Hinrichs, Lars", ,0,Not Hot, ,English,UTexas
"Hochberg, Herbert",1.9,9,Not Hot,2.8,Philosophy,UTexas
"Heron, Don",3.7,5,Not Hot,2.8,Fine Arts,UTexas
"Hickenbottom, Wayne",2.6,33,Not Hot,1.7,Economics,UTexas
"Hicks, Benjamin", ,0,Not Hot, ,Classics,UTexas
"Higgins, Boris", ,0,Not Hot, ,Economics,UTexas
"Higley, John",4,2,Not Hot,2.5,Sociology,UTexas
"Hilley, M",2.5,6,Not Hot,1.7,Music,UTexas
"Hillmann, John",3.5,1,Not Hot,5,Middle Eastern Studies,UTexas
"Hines, Mary",3.1,6,Not Hot,1.7,Biology,UTexas
"Hoad, Neville",3.9,5,Not Hot,3.6,English,UTexas
"Hoelscher, Steven",4.5,1,Not Hot,3,American Studies,UTexas
"Hoffman, David",5,1,Not Hot,4,Chemistry,UTexas
"Hofstede, Frenkel",5,1,Hot,5,Marketing,UTexas
"Holbrook, Terri",5,1,Hot,2,Accounting,UTexas
"Holladay, Joan",3.4,4,Not Hot,2.8,Fine Arts,UTexas
"Holmes, Robert",4.5,3,Hot,4,History,UTexas
"Holzman, Adam",5,1,Not Hot,2,Music,UTexas
"Honig, Robyn", ,0,Not Hot, ,Psychology,UTexas
"Hopkins, John",5,1,Hot,5,Physical Ed,UTexas
"House, Veronica", ,0,Not Hot, ,Writing,UTexas
"Huang, Szu-Chi",3.5,1,Hot,3,Marketing,UTexas
"Hofmann, Owen", ,0,Not Hot, ,Computer Science,UTexas
"Holahan, ",4.3,6,Not Hot,2.5,Psychology,UTexas
"Holcombe, James",3,11,Not Hot,2.5,Chemistry,UTexas
"Holm, Jakob",5,1,Hot,4,Languages,UTexas
"Holmsten, Stephanie",3.2,2,Not Hot,3,International Studies,UTexas
"Hongmin, Ahn", ,0,Not Hot, ,Advertising,UTexas
"Hooker, Juliet",5,1,Hot,4,Government,UTexas
"Hopkins, Kristine",5,1,Not Hot,2,Sociology,UTexas
"Howard, Andrew",4.5,1,Hot,1,Languages,UTexas
"Hubbard, Thomas K.",3.2,8,Not Hot,3,Classics,UTexas
"Hudson, Paul",3.8,9,Not Hot,1.9,Geography,UTexas
"Hufty, Aaron",5,1,Not Hot,5,Fine Arts,UTexas
"Hughes, Patrick", ,0,Hot, ,Music,UTexas
"Humphreys, Todd",1.2,2,Hot,1,Engineering,UTexas
"Hurst, William",4,1,Not Hot,1,Government,UTexas
"Ibrahim, Dina",4.5,2,Hot,3,Journalism,UTexas
"Irwin, Corinne",4.8,25,Not Hot,4.2,Mathematics,UTexas
"Iverson, Brent",4.9,18,Hot,3,Chemistry,UTexas
"Iyoob, Ilyas", ,0,Not Hot, ,Engineering,UTexas
"Jamali, Hafeez",3.8,3,Not Hot,3.3,Anthropology,UTexas
"Huebner, Don",4.8,2,Not Hot,2.5,Geography,UTexas
"Hughes, Adam",5,1,Hot,4,Mathematics,UTexas
"Hull, David",1.5,1,Not Hot,1,Engineering,UTexas
"Hung, Mien-Chie", ,0,Not Hot, ,Not Specified,UTexas
"Ibarra, Enrique",2.5,1,Not Hot,2,Languages,UTexas
"Iris, Chyi",2,1,Not Hot,2,Journalism,UTexas
"Isenberg, Steven",4,1,Not Hot,3,English,UTexas
"Ivy, John",5,1,Not Hot,5,Health Science,UTexas
"Jacobsohn, Gary",2.2,2,Not Hot,3,Political Science,UTexas
"James, Sarah",3.9,5,Not Hot,2,Classics,UTexas
"Jarvis, Sharon",4.8,4,Hot,3,Communication,UTexas
"Jedlicka, David",4,1,Not Hot,3,Mathematics,UTexas
"Jensen, Betty",4.2,2,Not Hot,3.5,Nursing,UTexas
"Jeon, Jiwon",1.5,1,Not Hot,1,Sociology,UTexas
"Jessee, Stephen",3.5,10,Hot,3.5,Government,UTexas
"Jogee, Shardha",4.2,3,Hot,2.7,Astronomy,UTexas
"Johns, Calvin", ,0,Not Hot, ,Anthropology,UTexas
"Johnson, Arlen",1,2,Not Hot,3,Biology,UTexas
"Johnson, Joel",1.8,2,Not Hot,3,Geology,UTexas
"Johnson, Travis",2.5,1,Not Hot,3,Finance,UTexas
"Jasper, Sharon",3.2,9,Not Hot,3,Biology,UTexas
"Jefferson, Jennifer",3.5,1,Not Hot,3,Education,UTexas
"Jensen, Robert",4,53,Not Hot,4.2,Journalism,UTexas
"Jervey, Allyson",5,1,Hot,3,Social Work,UTexas
"Jin, Qinian", ,0,Not Hot, ,Mathematics,UTexas
"Johns, Ann",4.7,10,Not Hot,4,Art History,UTexas
"Johnson, Aaron",4.6,5,Hot,3.8,Classics,UTexas
"Johnson, Jane",4.6,4,Not Hot,4.5,Languages,UTexas
"Johnson, Regina",2,1,Not Hot,4,Nursing,UTexas
"Jolley, Patricia",5,1,Not Hot,4,Education,UTexas
"Jones, Amanda", ,0,Not Hot, ,Psychology,UTexas
"Jones, Daniel Alexander", ,0,Not Hot, ,Theater,UTexas
"Jones, Joni",3.7,5,Not Hot,3,Theater,UTexas
"Jones, Richard",3.5,3,Hot,3.7,Chemistry,UTexas
"Jordan, Sheila",4.5,1,Not Hot,3,Languages,UTexas
"Jost, Manda",4,1,Not Hot,1,Science,UTexas
"Jue, Stephanie",5,1,Not Hot,4,Business,UTexas
"Julien, Chistine",4,2,Not Hot,3,Engineering,UTexas
